beir-docid	faiss-docid
39174007	2151
7840442	2152
13966946	2153
20851402	2154
32454714	2155
154763124	2156
1471041	2157
8083310	2158
35811036	2159
37677954	2160
1684489	2161
6673421	2162
19701340	2163
9752604	2164
16705338	2165
17447653	2166
25787749	2167
60515890	2168
3610080	2169
14652521	2170
24512417	2171
8385277	2172
13938878	2173
14920021	2174
35711485	2175
17101262	2176
14768471	2177
19799455	2178
20381484	2179
28164534	2180
32787042	2181
7581911	2182
13959707	2183
20943272	2184
11902109	2185
14019636	2186
36904081	2187
45408403	2188
15081770	2189
16863359	2190
30861948	2191
33203108	2192
40590358	2193
7481159	2194
14647747	2195
44660616	2196
46353045	2197
6387956	2198
13466622	2199
1153655	2200
10931595	2201
16806763	2202
83707680	2203
6588614	2204
15337254	2205
44586415	2206
41403996	2207
8148304	2208
19824183	2209
21053753	2210
23599024	2211
23865182	2212
25946292	2213
5765455	2214
26378103	2215
45581752	2216
8593263	2217
39593548	2218
236204	2219
10450725	2220
22080671	2221
22198971	2222
25022826	2223
41165286	2224
45218443	2225
7650066	2226
24596228	2227
24586989	2228
25157790	2229
2686003	2230
8250852	2231
14819804	2232
20128547	2233
25523969	2234
34498325	2235
11716783	2236
15669393	2237
21373240	2238
35660758	2239
502591	2240
10937190	2241
365896	2242
10874408	2243
25388309	2244
2891825	2245
6137330	2246
9769684	2247
10608822	2248
24770122	2249
10795340	2250
23594156	2251
26990001	2252
39929509	2253
43311750	2254
28243325	2255
8764879	2256
9648896	2257
27306942	2258
13578199	2259
13948920	2260
26374799	2261
19854744	2262
24625323	2263
36233757	2264
4429932	2265
11992632	2266
20179918	2267
25175997	2268
7997337	2269
23305547	2270
35714909	2271
5273056	2272
18734652	2273
25186412	2274
44693226	2275
15926408	2276
18264714	2277
21993510	2278
97566194	2279
1855679	2280
10189634	2281
25259746	2282
154549459	2283
4036038	2284
4653837	2285
16745747	2286
5979056	2287
20045514	2288
831167	2289
1595617	2290
3662132	2291
12122482	2292
39668245	2293
44500794	2294
1800734	2295
8354687	2296
4462079	2297
16233471	2298
18938992	2299
17463549	2300
23573229	2301
24555878	2302
24770913	2303
25886725	2304
27900414	2305
3770726	2306
4378885	2307
6722522	2308
7821634	2309
11831598	2310
7813993	2311
17416520	2312
39084565	2313
2291922	2314
13765757	2315
16929739	2316
31834381	2317
1631583	2318
2890952	2319
18750453	2320
22890091	2321
1546650	2322
32598644	2323
71341302	2324
3512154	2325
19532163	2326
30351165	2327
38043606	2328
43283375	2329
8665891	2330
20311968	2331
39443128	2332
10577574	2333
15414628	2334
17539488	2335
23863551	2336
27822315	2337
30658796	2338
1791637	2339
5172048	2340
5800138	2341
13794374	2342
29190724	2343
43014661	2344
11630388	2345
14938990	2346
23269537	2347
33417012	2348
5304891	2349
8219248	2350
21498497	2351
3672261	2352
4406819	2353
19561411	2354
21297708	2355
23460562	2356
54561709	2357
9599194	2358
4345315	2359
7198295	2360
26495128	2361
5556809	2362
11420613	2363
28724565	2364
51706771	2365
25827024	2366
26596106	2367
32534305	2368
34198460	2369
4688277	2370
21489324	2371
26607366	2372
27270151	2373
27403802	2374
7486516	2375
719812	2376
4325137	2377
4469125	2378
21456232	2379
33507866	2380
36355784	2381
18575183	2382
5650232	2383
20183360	2384
23716150	2385
24555417	2386
28928964	2387
1522336	2388
3435889	2389
8453819	2390
9272598	2391
17731780	2392
22059387	2393
6259170	2394
9239963	2395
21922424	2396
313403	2397
13025574	2398
13780287	2399
16787954	2400
22561064	2401
36399109	2402
3899896	2403
32532238	2404
17656445	2405
25993718	2406
42240424	2407
46355579	2408
3845894	2409
12086599	2410
12411274	2411
16056514	2412
21636085	2413
52873726	2414
4418112	2415
8208212	2416
14530534	2417
1006165	2418
8246922	2419
36654066	2420
1281769	2421
1554348	2422
4423327	2423
5278233	2424
12631182	2425
17991818	2426
30884033	2427
39970500	2428
16427454	2429
20279166	2430
37699461	2431
9197786	2432
9478135	2433
12451492	2434
20471181	2435
21382907	2436
32084655	2437
52095986	2438
3981033	2439
4394817	2440
4396105	2441
5633957	2442
6766459	2443
11428884	2444
13831842	2445
1215116	2446
2844490	2447
6148876	2448
4326318	2449
16572581	2450
24082820	2451
27460509	2452
30369606	2453
4380004	2454
17518195	2455
21884449	2456
35004872	2457
8780599	2458
9899292	2459
21943141	2460
42267740	2461
857189	2462
8747771	2463
9178310	2464
24652030	2465
26121646	2466
31803596	2467
34582256	2468
18276599	2469
45908102	2470
25475802	2471
43224840	2472
9680193	2473
21380348	2474
22488511	2475
36399107	2476
435529	2477
6374918	2478
14082855	2479
23513818	2480
15176526	2481
18447487	2482
22674621	2483
439670	2484
6417632	2485
14092737	2486
21063817	2487
35008773	2488
6319826	2489
13889962	2490
10786948	2491
20460020	2492
175735	2493
935034	2494
1333643	2495
7666498	2496
10284593	2497
33397197	2498
5775033	2499
11784947	2500
19994006	2501
30915421	2502
1084345	2503
3545805	2504
5782614	2505
7177329	2506
9904546	2507
10641715	2508
14362780	2509
32556431	2510
1748921	2511
9169645	2512
32353339	2513
6599693	2514
13618987	2515
15778034	2516
15928989	2517
26071782	2518
4429388	2519
40987633	2520
11401602	2521
16201748	2522
16346504	2523
38037690	2524
38784540	2525
49432306	2526
4405194	2527
19132741	2528
25134146	2529
25254425	2530
37912677	2531
45449835	2532
4387484	2533
12102963	2534
14116046	2535
22938539	2536
33920995	2537
59453688	2538
10443642	2539
15058155	2540
17208742	2541
72580164	2542
4959368	2543
6280907	2544
16882895	2545
24241932	2546
26008063	2547
29473081	2548
39481265	2549
41774099	2550
665817	2551
1836154	2552
8082528	2553
13916484	2554
33955641	2555
2904102	2556
7925817	2557
1145473	2558
18446525	2559
19736671	2560
29429111	2561
2052720	2562
3360428	2563
9539753	2564
15472716	2565
16242975	2566
21590125	2567
22544171	2568
33535222	2569
38355793	2570
51817902	2571
7223604	2572
40087494	2573
8352137	2574
8997410	2575
9748934	2576
4886637	2577
11469078	2578
14333540	2579
9791313	2580
18592108	2581
19572798	2582
410286	2583
8909176	2584
1065627	2585
25420421	2586
116075383	2587
8428837	2588
9159125	2589
9796495	2590
28651643	2591
31851367	2592
40127292	2593
3710557	2594
4547102	2595
6207111	2596
24828165	2597
516867	2598
928281	2599
24307695	2600
25519138	2601
41329906	2602
4430962	2603
24521894	2604
21181273	2605
31154082	2606
37488367	2607
14726759	2608
34054472	2609
37762357	2610
2264455	2611
20402596	2612
67787658	2613
11922370	2614
14535322	2615
21250322	2616
24863571	2617
1336292	2618
4658268	2619
6948886	2620
4346731	2621
8596357	2622
11968641	2623
14717213	2624
22901758	2625
31844040	2626
32001951	2627
5956016	2628
25897733	2629
27889071	2630
28195565	2631
52850476	2632
1887056	2633
10010651	2634
45143088	2635
1292369	2636
21459247	2637
13868795	2638
27772649	2639
28390999	2640
56528795	2641
13760557	2642
27437459	2643
44629665	2644
11441172	2645
11721676	2646
25052749	2647
15670968	2648
24387017	2649
24760136	2650
39506601	2651
9658390	2652
10669582	2653
24864273	2654
29288582	2655
2522977	2656
8396189	2657
22003328	2658
25738896	2659
37296667	2660
40234452	2661
238409	2662
3001685	2663
4388470	2664
8317408	2665
21465696	2666
46346525	2667
10627801	2668
12030680	2669
19358586	2670
19708993	2671
21150010	2672
4085204	2673
14644164	2674
25629722	2675
30835854	2676
41182002	2677
29863668	2678
33118292	2679
4421547	2680
7020505	2681
13179318	2682
4393153	2683
6121555	2684
22534357	2685
25175223	2686
13782317	2687
24423427	2688
6171953	2689
8925851	2690
17374970	2691
31554917	2692
41087952	2693
1148122	2694
1782201	2695
2682997	2696
9600826	2697
11868606	2698
34066665	2699
46743299	2700
1754001	2701
10365749	2702
15678772	2703
23369842	2704
24943534	2705
13963620	2706
14205246	2707
30034334	2708
7396492	2709
23260700	2710
27396415	2711
213017	2712
8903143	2713
43661837	2714
22180793	2715
3113630	2716
7416873	2717
24989194	2718
38752049	2719
7059897	2720
28015516	2721
9171913	2722
13621186	2723
22682497	2724
43534665	2725
2958458	2726
3707035	2727
4449524	2728
5002665	2729
23816832	2730
1866911	2731
8512633	2732
9612317	2733
14926162	2734
18694784	2735
28230867	2736
42484543	2737
11359243	2738
3270834	2739
12824568	2740
15790930	2741
28392393	2742
51952430	2743
1635872	2744
3698758	2745
4319844	2746
22530842	2747
22705234	2748
25813706	2749
712320	2750
25858295	2751
72159	2752
4418070	2753
4423559	2754
34074902	2755
40429879	2756
5473074	2757
14419116	2758
70115	2759
19130782	2760
23377475	2761
2721426	2762
3105781	2763
27555165	2764
37256966	2765
3118719	2766
4164929	2767
8126244	2768
14131683	2769
37029185	2770
42298280	2771
46305977	2772
4336849	2773
15121114	2774
45027320	2775
30297355	2776
32481310	2777
34935825	2778
40901687	2779
980008	2780
1358909	2781
5238341	2782
5262240	2783
15491308	2784
2638387	2785
6669242	2786
22038539	2787
30741007	2788
1744097	2789
5372432	2790
5612738	2791
8604837	2792
13936152	2793
21141798	2794
21521236	2795
55128127	2796
86694016	2797
21914176	2798
23586085	2799
994800	2800
7028976	2801
12631697	2802
25832301	2803
1641873	2804
17119869	2805
17553026	2806
23100962	2807
854417	2808
4347374	2809
6788835	2810
71625969	2811
2402323	2812
14835068	2813
20399078	2814
14367469	2815
14865329	2816
18064113	2817
17000834	2818
27712433	2819
28517384	2820
798152	2821
4932668	2822
5838067	2823
6290112	2824
8476213	2825
26886351	2826
86704258	2827
4680262	2828
13441037	2829
30813140	2830
34615397	2831
9291596	2832
14103509	2833
24234341	2834
25623469	2835
37608303	2836
5785219	2837
6315132	2838
21380232	2839
31001322	2840
33669399	2841
36386637	2842
1360607	2843
27527854	2844
39859981	2845
25973484	2846
15347087	2847
24873253	2848
29381091	2849
30720103	2850
43417006	2851
7114092	2852
8839502	2853
28441310	2854
4421746	2855
11288846	2856
13205803	2857
29788648	2858
43192375	2859
4324278	2860
8538916	2861
20829129	2862
37156349	2863
1049501	2864
3619931	2865
6776834	2866
21601459	2867
39390206	2868
41024260	2869
6000423	2870
18275697	2871
25413327	2872
6796297	2873
8137081	2874
28910120	2875
29107180	2876
70455704	2877
8868863	2878
927561	2879
12152977	2880
22896970	2881
23117928	2882
4361990	2883
20186513	2884
20344442	2885
13889430	2886
33390472	2887
4385779	2888
5284188	2889
5821617	2890
22482820	2891
25641414	2892
3321943	2893
15879544	2894
29467201	2895
9393969	2896
9732010	2897
24550453	2898
25576204	2899
96222213	2900
4447055	2901
7421677	2902
29735200	2903
3376731	2904
8002887	2905
32023005	2906
11616424	2907
21271817	2908
7729656	2909
11335860	2910
14178995	2911
21859699	2912
25742205	2913
2825380	2914
9787715	2915
49556906	2916
23618826	2917
35448676	2918
39164524	2919
4394525	2920
11884867	2921
12225214	2922
25649714	2923
30534237	2924
40090058	2925
11156883	2926
12197393	2927
31293581	2928
33918970	2929
39304380	2930
12074066	2931
18467982	2932
19315511	2933
7878807	2934
17023584	2935
17939443	2936
2604063	2937
8133180	2938
25068298	2939
4427060	2940
4979184	2941
6070278	2942
13384318	2943
47240151	2944
6325527	2945
32712381	2946
36950726	2947
9301606	2948
24923605	2949
26474812	2950
14464451	2951
19521501	2952
35993767	2953
44614949	2954
11921405	2955
16966326	2956
8087082	2957
13814480	2958
22908536	2959
36398420	2960
42330403	2961
4407318	2962
5914739	2963
17055665	2964
24541180	2965
25761154	2966
600808	2967
7869794	2968
22281684	2969
23604601	2970
24338780	2971
37727521	2972
42944505	2973
1180972	2974
4709641	2975
5266423	2976
2140513	2977
3621011	2978
4067274	2979
5860364	2980
6227220	2981
22150633	2982
23078022	2983
26798867	2984
39571812	2985
46112052	2986
7912	2987
15966318	2988
23841828	2989
15570962	2990
34753204	2991
43156471	2992
43880096	2993
1241113	2994
10086360	2995
20646904	2996
23418635	2997
23804187	2998
266641	2999
3215494	3000
8006440	3001
22997657	3002
25691878	3003
32743723	3004
43990286	3005
2692522	3006
7766808	3007
18489989	3008
20374609	3009
26501027	3010
5386514	3011
35062452	3012
3475317	3013
11484808	3014
20330519	3015
23388442	3016
23915841	3017
4300851	3018
7734150	3019
44408494	3020
10359591	3021
4452659	3022
7795952	3023
13048272	3024
37641175	3025
17454301	3026
20363389	3027
106301	3028
4993011	3029
24558930	3030
13380980	3031
16375102	3032
17967608	3033
20725212	3034
45166582	3035
4362729	3036
4701662	3037
9433958	3038
10015292	3039
22995164	3040
25439264	3041
28592273	3042
45770026	3043
9047718	3044
18810195	3045
53302393	3046
145416918	3047
6625693	3048
16712164	3049
19204979	3050
30303335	3051
14300799	3052
22505190	3053
14149065	3054
20231138	3055
15659108	3056
19205437	3057
19950357	3058
39776978	3059
2236768	3060
4321295	3061
7549811	3062
28271439	3063
24211561	3064
25550665	3065
2212067	3066
4417177	3067
26625002	3068
40005757	3069
40473317	3070
5099266	3071
18084826	3072
18153456	3073
38811597	3074
1964163	3075
4373445	3076
9997636	3077
15983148	3078
32776084	3079
6847208	3080
13592721	3081
17421851	3082
25691541	3083
31070360	3084
38380061	3085
2754534	3086
4795303	3087
36432234	3088
9646449	3089
18806488	3090
22937651	3091
38899659	3092
3430789	3093
17587795	3094
31141365	3095
970012	3096
7848113	3097
13969173	3098
17671145	3099
38587347	3100
2991954	3101
8458567	3102
20326526	3103
4463811	3104
7454794	3105
20428155	3106
46565968	3107
6106004	3108
29691654	3109
40323454	3110
3437084	3111
20418809	3112
35987381	3113
2825340	3114
16839245	3115
20280410	3116
3692112	3117
27840664	3118
41131087	3119
44674301	3120
164985	3121
6386930	3122
7115651	3123
11886686	3124
25737507	3125
29509926	3126
35962023	3127
38873881	3128
2973910	3129
3863543	3130
4418582	3131
26688294	3132
5260382	3133
11041152	3134
20459964	3135
22767022	3136
32408470	3137
42836872	3138
11181416	3139
18237384	3140
19497526	3141
36855703	3142
6690087	3143
24995939	3144
34469966	3145
40096222	3146
3202143	3147
9451052	3148
11117679	3149
11674596	3150
18949516	3151
22483580	3152
2758012	3153
5811042	3154
10542877	3155
13882658	3156
16086778	3157
19460822	3158
20764484	3159
35321950	3160
1617327	3161
4452318	3162
6123924	3163
13042119	3164
16280642	3165
1070920	3166
2211868	3167
3874000	3168
8477699	3169
9724974	3170
12827098	3171
18126445	3172
83667891	3173
3619372	3174
4460880	3175
20649735	3176
7039855	3177
8698208	3178
13965483	3179
15879931	3180
2460304	3181
4446814	3182
7622767	3183
11289247	3184
14461101	3185
15491404	3186
41900731	3187
4138659	3188
4401289	3189
7093809	3190
8771704	3191
9650982	3192
28249680	3193
164189	3194
219475	3195
3684342	3196
6477740	3197
16472469	3198
18207615	3199
32587939	3200
40500438	3201
43390777	3202
1991105	3203
2853685	3204
14541844	3205
15588516	3206
18429416	3207
22371455	3208
27635177	3209
33667484	3210
1733337	3211
13764090	3212
15945975	3213
23495058	3214
33677323	3215
9199796	3216
19487477	3217
26008462	3218
32275758	3219
40254495	3220
2603304	3221
3720107	3222
13283919	3223
18956141	3224
4767806	3225
18546584	3226
22482024	3227
1818578	3228
2853291	3229
6404801	3230
15590539	3231
24221369	3232
52868579	3233
2462673	3234
7230315	3235
15635366	3236
21232018	3237
21884059	3238
31882215	3239
6565037	3240
16495649	3241
16627684	3242
41925568	3243
43122426	3244
20937018	3245
21366394	3246
22635278	3247
503050	3248
5256564	3249
7521113	3250
8519911	3251
9638032	3252
10247314	3253
12640810	3254
23253955	3255
34876410	3256
16734530	3257
14637235	3258
16626264	3259
18027063	3260
40963697	3261
4423401	3262
3444507	3263
9558539	3264
17402386	3265
36480032	3266
7681810	3267
11390393	3268
16066726	3269
23686039	3270
485020	3271
3840043	3272
12280462	3273
12948892	3274
1173667	3275
1265945	3276
5511240	3277
6955746	3278
12324049	3279
25928548	3280
7860396	3281
25597580	3282
4311206	3283
7285256	3284
9091863	3285
13759726	3286
1449692	3287
3152612	3288
13583521	3289
14965508	3290
15305881	3291
16090672	3292
8305686	3293
12364109	3294
13000926	3295
12801438	3296
32101982	3297
45820464	3298
15129362	3299
9505402	3300
17188921	3301
22267225	3302
22972632	3303
5752492	3304
6472746	3305
21203899	3306
32955023	3307
44947611	3308
20743803	3309
21046889	3310
29023309	3311
195689757	3312
5468807	3313
13639330	3314
26083387	3315
6710699	3316
7482674	3317
20697217	3318
24185667	3319
29022271	3320
34338075	3321
2177022	3322
4899981	3323
9500590	3324
22874817	3325
25355575	3326
6913227	3327
23929297	3328
26112624	3329
6219790	3330
17844478	3331
28809022	3332
31514338	3333
37182501	3334
8460275	3335
28783084	3336
54561384	3337
2014909	3338
3773719	3339
14185503	3340
27123743	3341
4407385	3342
20456030	3343
22358449	3344
23245050	3345
33986200	3346
40349336	3347
57574395	3348
82665667	3349
3952288	3350
9412420	3351
9929089	3352
10641162	3353
29362104	3354
418246	3355
3882374	3356
6812319	3357
11071351	3358
28468276	3359
471921	3360
949309	3361
3230557	3362
5270265	3363
17591478	3364
20334484	3365
24530130	3366
641786	3367
1068106	3368
6076903	3369
13624704	3370
16964262	3371
37450671	3372
41493639	3373
45199834	3374
1071991	3375
2158516	3376
22042345	3377
29025270	3378
4303075	3379
6157371	3380
39637840	3381
39801095	3382
3765739	3383
6061927	3384
7299977	3385
21216726	3386
23934390	3387
25344732	3388
1469751	3389
4389394	3390
4457160	3391
6609935	3392
16736872	3393
22852120	3394
30261663	3395
40667577	3396
10648422	3397
20018321	3398
20083834	3399
24496245	3400
24879055	3401
4444861	3402
5106691	3403
6535392	3404
6828370	3405
16237005	3406
21870716	3407
29689140	3408
11844791	3409
13583615	3410
20310709	3411
37362689	3412
144801076	3413
6144337	3414
8563659	3415
9675944	3416
13903052	3417
15946643	3418
19951373	3419
41644178	3420
1234098	3421
11844826	3422
13106686	3423
27391365	3424
28704738	3425
70704988	3426
1910120	3427
2437807	3428
3033830	3429
5372773	3430
12670680	3431
21257564	3432
22312627	3433
23342686	3434
29366489	3435
34603465	3436
42520882	3437
12691537	3438
14555750	3439
27061085	3440
34071621	3441
17194716	3442
21221346	3443
13777138	3444
20501163	3445
26244918	3446
123859	3447
3464191	3448
13552682	3449
15832146	3450
15953181	3451
16267205	3452
23704559	3453
79696454	3454
14191255	3455
27910499	3456
1371440	3457
3400973	3458
6441369	3459
29504413	3460
1676568	3461
1852826	3462
3419709	3463
12040627	3464
21093407	3465
32697244	3466
40383969	3467
5579368	3468
803312	3469
8247597	3470
9669099	3471
14591894	3472
14923462	3473
15462523	3474
30714190	3475
20630805	3476
23403754	3477
28006126	3478
30152134	3479
44562058	3480
144555102	3481
8331432	3482
14434123	3483
15512462	3484
22107641	3485
33076846	3486
34198365	3487
6054657	3488
13011249	3489
3308636	3490
8502193	3491
10526279	3492
14446279	3493
27588420	3494
37969403	3495
14308244	3496
15707049	3497
17695748	3498
21598000	3499
25811797	3500
2543135	3501
7488455	3502
9226649	3503
24049225	3504
40760684	3505
1686997	3506
7944381	3507
15955172	3508
16364639	3509
20942644	3510
4422868	3511
13277039	3512
18231257	3513
28614776	3514
35884026	3515
36860856	3516
8386609	3517
9197092	3518
27567994	3519
34103335	3520
10795063	3521
14496749	3522
15803282	3523
29125354	3524
4889228	3525
5377059	3526
18231807	3527
18374364	3528
24144677	3529
4391685	3530
4550036	3531
9076196	3532
12265561	3533
18037805	3534
368506	3535
3107733	3536
4465608	3537
14581009	3538
21033230	3539
26089649	3540
35395662	3541
45244537	3542
7370282	3543
12207340	3544
16939583	3545
23141360	3546
33904789	3547
45154987	3548
301838	3549
327319	3550
6421792	3551
7426741	3552
11532028	3553
18399038	3554
18662787	3555
36921186	3556
1605392	3557
8425533	3558
8724666	3559
24670522	3560
39285547	3561
5500086	3562
7451607	3563
11659421	3564
18909530	3565
13400643	3566
20033112	3567
23887844	3568
26996935	3569
301866	3570
1031534	3571
1344498	3572
6372244	3573
10944947	3574
21487212	3575
30553457	3576
469066	3577
3727986	3578
6826100	3579
12428814	3580
13002003	3581
25141908	3582
4583180	3583
5116145	3584
19912367	3585
24498673	3586
24713020	3587
40735046	3588
16541762	3589
21676556	3590
42693833	3591
935538	3592
5922085	3593
9993008	3594
2613775	3595
4421578	3596
5551138	3597
17412260	3598
23932173	3599
30224907	3600
21383026	3601
35768199	3602
7029990	3603
20148808	3604
23420615	3605
30507607	3606
42278130	3607
15478227	3608
19683625	3609
600437	3610
797114	3611
1569031	3612
4816339	3613
10078024	3614
12650610	3615
20313748	3616
22049489	3617
37895688	3618
43711341	3619
85326624	3620
4399311	3621
13777706	3622
16284655	3623
23208167	3624
30933307	3625
9159495	3626
19482914	3627
22406695	3628
27569370	3629
42373087	3630
4702639	3631
8427306	3632
13980338	3633
20054396	3634
53779698	3635
335029	3636
1127562	3637
7568596	3638
31495049	3639
41239107	3640
1727493	3641
2276126	3642
5966635	3643
9784254	3644
11291348	3645
21114100	3646
3730196	3647
12486491	3648
16355392	3649
25069745	3650
36816310	3651
2443495	3652
4162857	3653
10624000	3654
13513790	3655
14797520	3656
15655418	3657
87337034	3658
1550937	3659
7150238	3660
10482574	3661
10991183	3662
11238784	3663
13912224	3664
14171859	3665
41159361	3666
46328296	3667
104143831	3668
1921218	3669
3960385	3670
11771811	3671
13030852	3672
13779605	3673
14610165	3674
41735503	3675
2356950	3676
2701077	3677
3805841	3678
5436081	3679
9580772	3680
20554003	3681
26902591	3682
30398773	3683
41710132	3684
1982286	3685
87610599	3686
3099497	3687
4320424	3688
18924534	3689
22696649	3690
23122306	3691
380526	3692
6285534	3693
11674288	3694
108886332	3695
18421962	3696
23190392	3697
8816869	3698
12881593	3699
18361917	3700
18600579	3701
1727042	3702
13905670	3703
14848619	3704
28071965	3705
32194449	3706
1226452	3707
4306711	3708
9304312	3709
14853989	3710
25007443	3711
5560962	3712
8774475	3713
10365787	3714
14338915	3715
18576103	3716
21295300	3717
25300426	3718
36124058	3719
470625	3720
2575938	3721
8182950	3722
10273147	3723
13481880	3724
25612629	3725
30437264	3726
1834762	3727
8570317	3728
23576165	3729
4323425	3730
5003144	3731
8891333	3732
13242763	3733
15960670	3734
16398049	3735
1381673	3736
4389252	3737
16660256	3738
29641682	3739
40365566	3740
43165768	3741
9955779	3742
11043831	3743
12839939	3744
41022628	3745
3514540	3746
3883485	3747
10029970	3748
18841257	3749
21557614	3750
23746313	3751
38009906	3752
40632104	3753
2062382	3754
7227763	3755
23634484	3756
26336593	3757
29134911	3758
38252314	3759
695938	3760
15426878	3761
21767325	3762
34559336	3763
1797622	3764
18375089	3765
37164306	3766
1669173	3767
8548635	3768
12370190	3769
16465895	3770
2452989	3771
10660080	3772
17464771	3773
33723822	3774
33796570	3775
37731372	3776
7975937	3777
15077696	3778
6957332	3779
12580014	3780
17601006	3781
19047331	3782
19255949	3783
24142891	3784
27243019	3785
38502066	3786
39300105	3787
1583134	3788
3203590	3789
5373138	3790
9283422	3791
14460402	3792
15972906	3793
4404433	3794
10300888	3795
14663842	3796
22712546	3797
28806780	3798
2056197	3799
4391817	3800
8290760	3801
10534299	3802
12885341	3803
17775228	3804
1103795	3805
8994465	3806
17017465	3807
17814815	3808
39465575	3809
464511	3810
11419230	3811
11903247	3812
14501880	3813
2033917	3814
8698857	3815
11569583	3816
2608447	3817
3493623	3818
4928057	3819
17240457	3820
17805221	3821
39389082	3822
121581019	3823
14692646	3824
16999023	3825
23195302	3826
32770503	3827
34481589	3828
104130	3829
1220287	3830
1695604	3831
15322518	3832
20357868	3833
25036988	3834
34818263	3835
13867350	3836
14119470	3837
23052989	3838
31347396	3839
39391953	3840
42662816	3841
58006489	3842
2831620	3843
3610282	3844
3825472	3845
11172205	3846
22227889	3847
41226276	3848
42106119	3849
3758260	3850
6313547	3851
20187433	3852
20781656	3853
26462632	3854
12552297	3855
667451	3856
3441524	3857
5633876	3858
9730755	3859
13910150	3860
14362678	3861
18678095	3862
41915616	3863
45638119	3864
1259280	3865
12956194	3866
13509809	3867
16120395	3868
22871664	3869
23117378	3870
2272614	3871
8426046	3872
10491220	3873
12643937	3874
18038250	3875
19384430	3876
12821938	3877
13791206	3878
16557565	3879
42009630	3880
1897324	3881
15405204	3882
17717391	3883
20620012	3884
195352	3885
6209599	3886
8858602	3887
10314816	3888
10703001	3889
12172346	3890
26488879	3891
2192419	3892
2576811	3893
4399268	3894
4926049	3895
50670403	3896
3847200	3897
18682109	3898
21853444	3899
4632921	3900
16398827	3901
37269418	3902
1354567	3903
7228140	3904
9225850	3905
18188022	3906
24055603	3907
30471052	3908
33792330	3909
7145763	3910
9889151	3911
19489351	3912
28086354	3913
2582169	3914
12642224	3915
36962270	3916
2086909	3917
2734421	3918
5956380	3919
13916951	3920
28247027	3921
15728433	3922
18695970	3923
19800147	3924
26899920	3925
31407112	3926
31460499	3927
46617075	3928
55040297	3929
9737083	3930
14615911	3931
16736883	3932
20220731	3933
21186109	3934
23577014	3935
41599676	3936
5389523	3937
27731651	3938
30543439	3939
57121667	3940
427082	3941
12871002	3942
29423324	3943
35777860	3944
10504681	3945
15419873	3946
19957813	3947
718601	3948
3419802	3949
11565780	3950
13189693	3951
28025754	3952
38076716	3953
54482327	3954
1084062	3955
5849439	3956
10165258	3957
12742164	3958
17368516	3959
22116439	3960
23581096	3961
27665523	3962
40367499	3963
1914588	3964
2566674	3965
2824347	3966
5254463	3967
5824955	3968
7224723	3969
54562433	3970
126549848	3971
1710116	3972
2474731	3973
6536598	3974
7820043	3975
9194077	3976
11738716	3977
14863011	3978
154243324	3979
38745690	3980
885056	3981
10628767	3982
12669325	3983
24294572	3984
28530299	3985
2119889	3986
6826636	3987
7225911	3988
42279414	3989
5531479	3990
17911973	3991
2159648	3992
6503185	3993
30774694	3994
9878167	3995
14706752	3996
33912020	3997
41133176	3998
2988714	3999
3858268	4000
5483793	4001
12588500	4002
13907427	4003
21395936	4004
15893330	4005
16644043	4006
17150648	4007
17702490	4008
27134527	4009
43483151	4010
3835423	4011
36178047	4012
40078758	4013
2015929	4014
4587978	4015
5783785	4016
17997584	4017
18078750	4018
22995579	4019
46127781	4020
4392608	4021
10212612	4022
36242796	4023
42185082	4024
43890638	4025
2888272	4026
24737389	4027
155200372	4028
1386103	4029
24865781	4030
35861290	4031
13771184	4032
15548965	4033
8520041	4034
20931483	4035
293661	4036
2547636	4037
3849194	4038
8672737	4039
14390137	4040
18953920	4041
950306	4042
7264949	4043
7438803	4044
11369420	4045
17925632	4046
18111172	4047
23639838	4048
42565477	4049
5389095	4050
6190603	4051
6501747	4052
7970974	4053
10494012	4054
6455142	4055
6580081	4056
13921783	4057
13931771	4058
15836115	4059
20904154	4060
22968257	4061
4462919	4062
4544916	4063
14332945	4064
21363424	4065
23356816	4066
4020950	4067
4828984	4068
15327601	4069
22914228	4070
17327939	4071
4467129	4072
27580223	4073
146653163	4074
3446400	4075
5448119	4076
11335781	4077
17945638	4078
24512064	4079
32372280	4080
6504953	4081
18676539	4082
22029384	4083
22334300	4084
24351680	4085
38919140	4086
52944377	4087
53033275	4088
154796494	4089
1941721	4090
26283293	4091
5508750	4092
4896726	4093
9641846	4094
10846815	4095
30500829	4096
45287266	4097
4740447	4098
5035827	4099
6163801	4100
12100963	4101
13116880	4102
21692235	4103
7157436	4104
20420780	4105
145335387	4106
3153673	4107
28937856	4108
1667063	4109
1907601	4110
25089501	4111
32170702	4112
36606083	4113
2225918	4114
12156187	4115
13791788	4116
20419913	4117
31682248	4118
121001457	4119
3583084	4120
28419824	4121
19427410	4122
22948960	4123
5953485	4124
13953762	4125
17271462	4126
25748308	4127
2296264	4128
6961811	4129
10509344	4130
14658685	4131
19966976	4132
27022864	4133
38211681	4134
6836086	4135
6422576	4136
25901598	4137
28369117	4138
37444589	4139
7560876	4140
8759633	4141
8989616	4142
13072112	4143
13878643	4144
23972114	4145
34228604	4146
86160128	4147
5702790	4148
11195653	4149
15716328	4150
24612804	4151
143796742	4152
14155726	4153
21550246	4154
22843616	4155
26150367	4156
44420873	4157
